Code,Name,industry_sw,industry_swcode
002569.SZ,步森股份,纺织服装,6.113E+15
002570.SZ,贝因美,食品饮料,6.112E+15
002571.SZ,德力股份,轻工制造,6.114E+15
002572.SZ,索菲亚,轻工制造,6.114E+15
002573.SZ,国电清新,公用事业,6.116E+15
002574.SZ,明牌珠宝,轻工制造,6.114E+15
002575.SZ,群兴玩具,轻工制造,6.114E+15
002576.SZ,通达动力,电气设备,6.10701E+15
002577.SZ,雷柏科技,计算机,1.00001E+15
002578.SZ,闽发铝业,有色金属,6.105E+15
002579.SZ,中京电子,电子,6.108E+15
002580.SZ,圣阳股份,电气设备,6.10701E+15
002581.SZ,万昌科技,化工,6.103E+15
002582.SZ,好想你,食品饮料,6.112E+15
002583.SZ,海能达,通信,1.00001E+15
002584.SZ,西陇化工,化工,6.103E+15
002585.SZ,双星新材,轻工制造,6.114E+15
002586.SZ,围海股份,建筑装饰,6.10602E+15
002587.SZ,奥拓电子,电子,6.108E+15
002588.SZ,史丹利,化工,6.103E+15
002589.SZ,瑞康医药,医药生物,6.115E+15
002590.SZ,万安科技,汽车,1.00001E+15
002591.SZ,恒大高新,化工,6.103E+15
002592.SZ,八菱科技,汽车,1.00001E+15
002593.SZ,日上集团,汽车,1.00001E+15
002594.SZ,比亚迪,汽车,1.00001E+15
002595.SZ,豪迈科技,机械设备,6.107E+15
002596.SZ,海南瑞泽,建筑材料,6.10601E+15
002597.SZ,金禾实业,化工,6.103E+15
002598.SZ,山东章鼓,机械设备,6.107E+15
002599.SZ,盛通股份,轻工制造,6.114E+15
002600.SZ,江粉磁材,有色金属,6.105E+15
002601.SZ,佰利联,化工,6.103E+15
002602.SZ,世纪华通,汽车,1.00001E+15
002603.SZ,以岭药业,医药生物,6.115E+15
002604.SZ,龙力生物,农林牧渔,6.101E+15
002605.SZ,姚记扑克,轻工制造,6.114E+15
002606.SZ,大连电瓷,电气设备,6.10701E+15
002607.SZ,亚夏汽车,汽车,1.00001E+15
002608.SZ,舜天船舶,国防军工,1.00001E+15
002609.SZ,捷顺科技,计算机,1.00001E+15
002610.SZ,爱康科技,电气设备,6.10701E+15
002611.SZ,东方精工,机械设备,6.107E+15
002612.SZ,朗姿股份,纺织服装,6.113E+15
002613.SZ,北玻股份,机械设备,6.107E+15
002614.SZ,蒙发利,家用电器,6.111E+15
002615.SZ,哈尔斯,轻工制造,6.114E+15
002616.SZ,长青集团,家用电器,6.111E+15
002617.SZ,露笑科技,电气设备,6.10701E+15
002618.SZ,丹邦科技,电子,6.108E+15
002619.SZ,巨龙管业,建筑材料,6.10601E+15
002620.SZ,瑞和股份,建筑装饰,6.10602E+15
002621.SZ,大连三垒,机械设备,6.107E+15
002622.SZ,永大集团,电气设备,6.10701E+15
002623.SZ,亚玛顿,建筑材料,6.10601E+15
002624.SZ,金磊股份,建筑材料,6.10601E+15
002625.SZ,龙生股份,汽车,1.00001E+15
002626.SZ,金达威,医药生物,6.115E+15
002627.SZ,宜昌交运,交通运输,6.117E+15
002628.SZ,成都路桥,建筑装饰,6.10602E+15
002629.SZ,仁智油服,采掘,6.102E+15
002630.SZ,华西能源,电气设备,6.10701E+15
002631.SZ,德尔家居,轻工制造,6.114E+15
002632.SZ,道明光学,化工,6.103E+15
002633.SZ,申科股份,机械设备,6.107E+15
002634.SZ,棒杰股份,纺织服装,6.113E+15
002635.SZ,安洁科技,电子,6.108E+15
002636.SZ,金安国纪,电子,6.108E+15
002637.SZ,赞宇科技,化工,6.103E+15
002638.SZ,勤上光电,电子,6.108E+15
002639.SZ,雪人股份,机械设备,6.107E+15
002640.SZ,百圆裤业,纺织服装,6.113E+15
002641.SZ,永高股份,建筑材料,6.10601E+15
002642.SZ,荣之联,计算机,1.00001E+15
002643.SZ,烟台万润,化工,6.103E+15
002644.SZ,佛慈制药,医药生物,6.115E+15
002645.SZ,华宏科技,机械设备,6.107E+15
002646.SZ,青青稞酒,食品饮料,6.112E+15
002647.SZ,宏磊股份,机械设备,6.107E+15
002648.SZ,卫星石化,化工,6.103E+15
002649.SZ,博彦科技,计算机,1.00001E+15
002650.SZ,加加食品,食品饮料,6.112E+15
002651.SZ,利君股份,机械设备,6.107E+15
002652.SZ,扬子新材,建筑材料,6.10601E+15
002653.SZ,海思科,医药生物,6.115E+15
002654.SZ,万润科技,电子,6.108E+15
002655.SZ,共达电声,电子,6.108E+15
002656.SZ,卡奴迪路,纺织服装,6.113E+15
002657.SZ,中科金财,计算机,1.00001E+15
002658.SZ,雪迪龙,机械设备,6.107E+15
002659.SZ,中泰桥梁,建筑装饰,6.10602E+15
002660.SZ,茂硕电源,电子,6.108E+15
002661.SZ,克明面业,食品饮料,6.112E+15
002662.SZ,京威股份,汽车,1.00001E+15
002663.SZ,普邦园林,建筑装饰,6.10602E+15
002664.SZ,信质电机,汽车,1.00001E+15
002665.SZ,首航节能,电气设备,6.10701E+15
002666.SZ,德联集团,化工,6.103E+15
002667.SZ,鞍重股份,机械设备,6.107E+15
002668.SZ,奥马电器,家用电器,6.111E+15
002669.SZ,康达新材,化工,6.103E+15
002670.SZ,华声股份,家用电器,6.111E+15
002671.SZ,龙泉股份,建筑材料,6.10601E+15
002672.SZ,东江环保,公用事业,6.116E+15
002673.SZ,西部证券,非银金融,1.00001E+15
002674.SZ,兴业科技,纺织服装,6.113E+15
002675.SZ,东诚药业,医药生物,6.115E+15
002676.SZ,顺威股份,家用电器,6.111E+15
002677.SZ,浙江美大,家用电器,6.111E+15
002678.SZ,珠江钢琴,轻工制造,6.114E+15
002679.SZ,福建金森,农林牧渔,6.101E+15
002680.SZ,黄海机械,机械设备,6.107E+15
002681.SZ,奋达科技,家用电器,6.111E+15
002682.SZ,龙洲股份,交通运输,6.117E+15
002683.SZ,宏大爆破,化工,6.103E+15
002684.SZ,猛狮科技,汽车,1.00001E+15
002685.SZ,华东重机,机械设备,6.107E+15
002686.SZ,亿利达,机械设备,6.107E+15
002687.SZ,乔治白,纺织服装,6.113E+15
002688.SZ,金河生物,农林牧渔,6.101E+15
002689.SZ,博林特,机械设备,6.107E+15
002690.SZ,美亚光电,机械设备,6.107E+15
002691.SZ,石中装备,机械设备,6.107E+15
002692.SZ,远程电缆,电气设备,6.10701E+15
002693.SZ,双成药业,医药生物,6.115E+15
002694.SZ,顾地科技,建筑材料,6.10601E+15
002695.SZ,煌上煌,食品饮料,6.112E+15
002696.SZ,百洋股份,农林牧渔,6.101E+15
002697.SZ,红旗连锁,商业贸易,6.12E+15
002698.SZ,博实股份,机械设备,6.107E+15
002699.SZ,美盛文化,纺织服装,6.113E+15
002700.SZ,新疆浩源,公用事业,6.116E+15
002701.SZ,奥瑞金,轻工制造,6.114E+15
002702.SZ,海欣食品,食品饮料,6.112E+15
002703.SZ,浙江世宝,汽车,1.00001E+15
002705.SZ,新宝股份,家用电器,6.111E+15
002706.SZ,良信电器,电气设备,6.10701E+15
002707.SZ,众信旅游,休闲服务,6.121E+15
002708.SZ,光洋股份,汽车,1.00001E+15
002709.SZ,天赐材料,化工,6.103E+15
002711.SZ,欧浦钢网,交通运输,6.117E+15
002712.SZ,思美传媒,传媒,6.12201E+15
002713.SZ,东易日盛,建筑装饰,6.10602E+15
002714.SZ,牧原股份,农林牧渔,6.101E+15
002715.SZ,登云股份,汽车,1.00001E+15
002716.SZ,金贵银业,有色金属,6.105E+15
002717.SZ,岭南园林,建筑装饰,6.10602E+15
002718.SZ,友邦吊顶,建筑材料,6.10601E+15
002719.SZ,麦趣尔,食品饮料,6.112E+15
002721.SZ,金一文化,轻工制造,6.114E+15
002722.SZ,金轮股份,机械设备,6.107E+15
002723.SZ,金莱特,家用电器,6.111E+15
002724.SZ,海洋王,电子,6.108E+15
002725.SZ,跃岭股份,汽车,1.00001E+15
002726.SZ,龙大肉食,食品饮料,6.112E+15
002727.SZ,一心堂,医药生物,6.115E+15
002728.SZ,台城制药,医药生物,6.115E+15
002729.SZ,好利来,电子,6.108E+15
002730.SZ,电光科技,机械设备,6.107E+15
002731.SZ,萃华珠宝,轻工制造,6.114E+15
002732.SZ,燕塘乳业,食品饮料,6.112E+15
002733.SZ,雄韬股份,电气设备,6.10701E+15
002735.SZ,王子新材,轻工制造,6.114E+15
300001.SZ,特锐德,电气设备,6.10701E+15
300002.SZ,神州泰岳,计算机,1.00001E+15
300003.SZ,乐普医疗,医药生物,6.115E+15
300004.SZ,南风股份,机械设备,6.107E+15
300005.SZ,探路者,纺织服装,6.113E+15
300006.SZ,莱美药业,医药生物,6.115E+15
300007.SZ,汉威电子,机械设备,6.107E+15
300008.SZ,上海佳豪,国防军工,1.00001E+15
300009.SZ,安科生物,医药生物,6.115E+15
300010.SZ,立思辰,计算机,1.00001E+15
300011.SZ,鼎汉技术,电气设备,6.10701E+15
300012.SZ,华测检测,综合,6.123E+15
300013.SZ,新宁物流,交通运输,6.117E+15
300014.SZ,亿纬锂能,电子,6.108E+15
300015.SZ,爱尔眼科,医药生物,6.115E+15
300016.SZ,北陆药业,医药生物,6.115E+15
300017.SZ,网宿科技,通信,1.00001E+15
300018.SZ,中元华电,电气设备,6.10701E+15
300019.SZ,硅宝科技,化工,6.103E+15
300020.SZ,银江股份,计算机,1.00001E+15
300021.SZ,大禹节水,农林牧渔,6.101E+15
300022.SZ,吉峰农机,商业贸易,6.12E+15
300023.SZ,宝德股份,机械设备,6.107E+15
300024.SZ,机器人,机械设备,6.107E+15
300025.SZ,华星创业,通信,1.00001E+15
300026.SZ,红日药业,医药生物,6.115E+15
300027.SZ,华谊兄弟,传媒,6.12201E+15
300028.SZ,金亚科技,通信,1.00001E+15
300029.SZ,天龙光电,电气设备,6.10701E+15
300030.SZ,阳普医疗,医药生物,6.115E+15
300031.SZ,宝通带业,化工,6.103E+15
300032.SZ,金龙机电,电子,6.108E+15
300033.SZ,同花顺,计算机,1.00001E+15
300034.SZ,钢研高纳,机械设备,6.107E+15
300035.SZ,中科电气,机械设备,6.107E+15
300036.SZ,超图软件,计算机,1.00001E+15
300037.SZ,新宙邦,化工,6.103E+15
300038.SZ,梅泰诺,通信,1.00001E+15
300039.SZ,上海凯宝,医药生物,6.115E+15
300040.SZ,九洲电气,电气设备,6.10701E+15
300041.SZ,回天新材,化工,6.103E+15
300042.SZ,朗科科技,计算机,1.00001E+15
300043.SZ,互动娱乐,传媒,6.12201E+15
300044.SZ,赛为智能,计算机,1.00001E+15
300045.SZ,华力创通,计算机,1.00001E+15
300046.SZ,台基股份,电子,6.108E+15
300047.SZ,天源迪科,计算机,1.00001E+15
300048.SZ,合康变频,电气设备,6.10701E+15
300049.SZ,福瑞股份,医药生物,6.115E+15
300050.SZ,世纪鼎利,通信,1.00001E+15
300051.SZ,三五互联,计算机,1.00001E+15
300052.SZ,中青宝,传媒,6.12201E+15
300053.SZ,欧比特,电子,6.108E+15
300054.SZ,鼎龙股份,化工,6.103E+15
300055.SZ,万邦达,公用事业,6.116E+15
300056.SZ,三维丝,公用事业,6.116E+15
300057.SZ,万顺股份,轻工制造,6.114E+15
300058.SZ,蓝色光标,传媒,6.12201E+15
300059.SZ,东方财富,传媒,6.12201E+15
300061.SZ,康耐特,轻工制造,6.114E+15
300062.SZ,中能电气,电气设备,6.10701E+15
300063.SZ,天龙集团,化工,6.103E+15
300064.SZ,豫金刚石,机械设备,6.107E+15
300065.SZ,海兰信,计算机,1.00001E+15
300066.SZ,三川股份,机械设备,6.107E+15
300067.SZ,安诺其,化工,6.103E+15
300068.SZ,南都电源,电气设备,6.10701E+15
300069.SZ,金利华电,电气设备,6.10701E+15
300070.SZ,碧水源,公用事业,6.116E+15
300071.SZ,华谊嘉信,传媒,6.12201E+15
300072.SZ,三聚环保,化工,6.103E+15
300073.SZ,当升科技,化工,6.103E+15
300074.SZ,华平股份,计算机,1.00001E+15
300075.SZ,数字政通,计算机,1.00001E+15
300076.SZ,GQY视讯,电子,6.108E+15
300077.SZ,国民技术,电子,6.108E+15
300078.SZ,中瑞思创,电子,6.108E+15
300079.SZ,数码视讯,计算机,1.00001E+15
300080.SZ,新大新材,机械设备,6.107E+15
300081.SZ,恒信移动,通信,1.00001E+15
300082.SZ,奥克股份,化工,6.103E+15
300083.SZ,劲胜精密,电子,6.108E+15
300084.SZ,海默科技,采掘,6.102E+15
300085.SZ,银之杰,计算机,1.00001E+15
300086.SZ,康芝药业,医药生物,6.115E+15
300087.SZ,荃银高科,农林牧渔,6.101E+15
300088.SZ,长信科技,电子,6.108E+15
300089.SZ,长城集团,轻工制造,6.114E+15
300090.SZ,盛运股份,公用事业,6.116E+15
300091.SZ,金通灵,机械设备,6.107E+15
300092.SZ,科新机电,机械设备,6.107E+15
300093.SZ,金刚玻璃,建筑材料,6.10601E+15
300094.SZ,国联水产,农林牧渔,6.101E+15
300095.SZ,华伍股份,机械设备,6.107E+15
300096.SZ,易联众,计算机,1.00001E+15
300097.SZ,智云股份,机械设备,6.107E+15
300098.SZ,高新兴,通信,1.00001E+15
300099.SZ,尤洛卡,机械设备,6.107E+15
300100.SZ,双林股份,汽车,1.00001E+15
300101.SZ,振芯科技,国防军工,1.00001E+15
300102.SZ,乾照光电,电子,6.108E+15
300103.SZ,达刚路机,机械设备,6.107E+15
300104.SZ,乐视网,传媒,6.12201E+15
300105.SZ,龙源技术,电气设备,6.10701E+15
300106.SZ,西部牧业,农林牧渔,6.101E+15
300107.SZ,建新股份,化工,6.103E+15
300108.SZ,双龙股份,化工,6.103E+15
300109.SZ,新开源,化工,6.103E+15
300110.SZ,华仁药业,医药生物,6.115E+15
300111.SZ,向日葵,电气设备,6.10701E+15
300112.SZ,万讯自控,机械设备,6.107E+15
300113.SZ,顺网科技,传媒,6.12201E+15
300114.SZ,中航电测,机械设备,6.107E+15
300115.SZ,长盈精密,电子,6.108E+15
300116.SZ,坚瑞消防,机械设备,6.107E+15
300117.SZ,嘉寓股份,建筑材料,6.10601E+15
300118.SZ,东方日升,电气设备,6.10701E+15
300119.SZ,瑞普生物,农林牧渔,6.101E+15
300120.SZ,经纬电材,电气设备,6.10701E+15
300121.SZ,阳谷华泰,化工,6.103E+15
300122.SZ,智飞生物,医药生物,6.115E+15
300123.SZ,太阳鸟,国防军工,1.00001E+15
300124.SZ,汇川技术,电气设备,6.10701E+15
300125.SZ,易世达,公用事业,6.116E+15
300126.SZ,锐奇股份,机械设备,6.107E+15
300127.SZ,银河磁体,有色金属,6.105E+15
300128.SZ,锦富新材,电子,6.108E+15
300129.SZ,泰胜风能,电气设备,6.10701E+15
300130.SZ,新国都,计算机,1.00001E+15
300131.SZ,英唐智控,电子,6.108E+15
300132.SZ,青松股份,化工,6.103E+15
300133.SZ,华策影视,传媒,6.12201E+15
300134.SZ,大富科技,通信,1.00001E+15
300135.SZ,宝利沥青,化工,6.103E+15
300136.SZ,信维通信,电子,6.108E+15
300137.SZ,先河环保,机械设备,6.107E+15
300138.SZ,晨光生物,农林牧渔,6.101E+15
300139.SZ,福星晓程,电子,6.108E+15
300140.SZ,启源装备,电气设备,6.10701E+15
300141.SZ,和顺电气,电气设备,6.10701E+15
300142.SZ,沃森生物,医药生物,6.115E+15
300143.SZ,星河生物,农林牧渔,6.101E+15
300144.SZ,宋城演艺,休闲服务,6.121E+15
300145.SZ,南方泵业,机械设备,6.107E+15
300146.SZ,汤臣倍健,食品饮料,6.112E+15
300147.SZ,香雪制药,医药生物,6.115E+15
300148.SZ,天舟文化,传媒,6.12201E+15
300149.SZ,量子高科,农林牧渔,6.101E+15
300150.SZ,世纪瑞尔,计算机,1.00001E+15
300151.SZ,昌红科技,机械设备,6.107E+15
300152.SZ,燃控科技,电气设备,6.10701E+15
300153.SZ,科泰电源,电气设备,6.10701E+15
300154.SZ,瑞凌股份,机械设备,6.107E+15
300155.SZ,安居宝,计算机,1.00001E+15
300156.SZ,神雾环保,公用事业,6.116E+15
300157.SZ,恒泰艾普,采掘,6.102E+15
300158.SZ,振东制药,医药生物,6.115E+15
300159.SZ,新研股份,机械设备,6.107E+15
300160.SZ,秀强股份,家用电器,6.111E+15
300161.SZ,华中数控,机械设备,6.107E+15
300162.SZ,雷曼光电,电子,6.108E+15
300163.SZ,先锋新材,化工,6.103E+15
300164.SZ,通源石油,采掘,6.102E+15
300165.SZ,天瑞仪器,机械设备,6.107E+15
300166.SZ,东方国信,计算机,1.00001E+15
300167.SZ,迪威视讯,计算机,1.00001E+15
300168.SZ,万达信息,计算机,1.00001E+15
300169.SZ,天晟新材,化工,6.103E+15
300170.SZ,汉得信息,计算机,1.00001E+15
300171.SZ,东富龙,医药生物,6.115E+15
300172.SZ,中电环保,公用事业,6.116E+15
300173.SZ,松德股份,机械设备,6.107E+15
300174.SZ,元力股份,化工,6.103E+15
300175.SZ,朗源股份,农林牧渔,6.101E+15
300176.SZ,鸿特精密,汽车,1.00001E+15
300177.SZ,中海达,计算机,1.00001E+15
300178.SZ,腾邦国际,休闲服务,6.121E+15
300179.SZ,四方达,机械设备,6.107E+15
300180.SZ,华峰超纤,化工,6.103E+15
300181.SZ,佐力药业,医药生物,6.115E+15
300182.SZ,捷成股份,计算机,1.00001E+15
300183.SZ,东软载波,电子,6.108E+15
300184.SZ,力源信息,电子,6.108E+15
300185.SZ,通裕重工,机械设备,6.107E+15
300186.SZ,大华农,农林牧渔,6.101E+15
300187.SZ,永清环保,公用事业,6.116E+15
300188.SZ,美亚柏科,计算机,1.00001E+15
300189.SZ,神农大丰,农林牧渔,6.101E+15
300190.SZ,维尔利,公用事业,6.116E+15
300191.SZ,潜能恒信,采掘,6.102E+15
300192.SZ,科斯伍德,化工,6.103E+15
300193.SZ,佳士科技,机械设备,6.107E+15
300194.SZ,福安药业,医药生物,6.115E+15
300195.SZ,长荣股份,机械设备,6.107E+15
300196.SZ,长海股份,化工,6.103E+15
300197.SZ,铁汉生态,建筑装饰,6.10602E+15
300198.SZ,纳川股份,建筑材料,6.10601E+15
300199.SZ,翰宇药业,医药生物,6.115E+15
300200.SZ,高盟新材,化工,6.103E+15
300201.SZ,海伦哲,机械设备,6.107E+15
300202.SZ,聚龙股份,计算机,1.00001E+15
300203.SZ,聚光科技,机械设备,6.107E+15
300204.SZ,舒泰神,医药生物,6.115E+15
300205.SZ,天喻信息,通信,1.00001E+15
300206.SZ,理邦仪器,医药生物,6.115E+15
300207.SZ,欣旺达,电子,6.108E+15
300208.SZ,恒顺电气,电气设备,6.10701E+15
300209.SZ,天泽信息,计算机,1.00001E+15
300210.SZ,森远股份,机械设备,6.107E+15
300211.SZ,亿通科技,通信,1.00001E+15
300212.SZ,易华录,计算机,1.00001E+15
300213.SZ,佳讯飞鸿,通信,1.00001E+15
300214.SZ,日科化学,化工,6.103E+15
300215.SZ,电科院,电气设备,6.10701E+15
300216.SZ,千山药机,医药生物,6.115E+15
300217.SZ,东方电热,家用电器,6.111E+15
300218.SZ,安利股份,化工,6.103E+15
300219.SZ,鸿利光电,电子,6.108E+15
300220.SZ,金运激光,电子,6.108E+15
300221.SZ,银禧科技,化工,6.103E+15
300222.SZ,科大智能,电气设备,6.10701E+15
300223.SZ,北京君正,电子,6.108E+15
300224.SZ,正海磁材,有色金属,6.105E+15
300225.SZ,金力泰,化工,6.103E+15
300226.SZ,上海钢联,传媒,6.12201E+15
300227.SZ,光韵达,电子,6.108E+15
300228.SZ,富瑞特装,机械设备,6.107E+15
300229.SZ,拓尔思,计算机,1.00001E+15
300230.SZ,永利带业,化工,6.103E+15
300231.SZ,银信科技,计算机,1.00001E+15
300232.SZ,洲明科技,电子,6.108E+15
300233.SZ,金城医药,医药生物,6.115E+15
300234.SZ,开尔新材,建筑材料,6.10601E+15
300235.SZ,方直科技,计算机,1.00001E+15
300236.SZ,上海新阳,化工,6.103E+15
300237.SZ,美晨科技,汽车,1.00001E+15
300238.SZ,冠昊生物,医药生物,6.115E+15
300239.SZ,东宝生物,医药生物,6.115E+15
300240.SZ,飞力达,交通运输,6.117E+15
300241.SZ,瑞丰光电,电子,6.108E+15
300242.SZ,明家科技,电气设备,6.10701E+15
300243.SZ,瑞丰高材,化工,6.103E+15
300244.SZ,迪安诊断,医药生物,6.115E+15
300245.SZ,天玑科技,计算机,1.00001E+15
300246.SZ,宝莱特,医药生物,6.115E+15
300247.SZ,桑乐金,家用电器,6.111E+15
300248.SZ,新开普,计算机,1.00001E+15
300249.SZ,依米康,家用电器,6.111E+15
300250.SZ,初灵信息,通信,1.00001E+15
300251.SZ,光线传媒,传媒,6.12201E+15
300252.SZ,金信诺,通信,1.00001E+15
300253.SZ,卫宁软件,计算机,1.00001E+15
300254.SZ,仟源医药,医药生物,6.115E+15
300255.SZ,常山药业,医药生物,6.115E+15
300256.SZ,星星科技,电子,6.108E+15
300257.SZ,开山股份,机械设备,6.107E+15
300258.SZ,精锻科技,汽车,1.00001E+15
300259.SZ,新天科技,机械设备,6.107E+15
300260.SZ,新莱应材,机械设备,6.107E+15
300261.SZ,雅本化学,医药生物,6.115E+15
300262.SZ,巴安水务,公用事业,6.116E+15
300263.SZ,隆华节能,机械设备,6.107E+15
300264.SZ,佳创视讯,计算机,1.00001E+15
300265.SZ,通光线缆,电气设备,6.10701E+15
300266.SZ,兴源过滤,机械设备,6.107E+15
300267.SZ,尔康制药,医药生物,6.115E+15
300268.SZ,万福生科,农林牧渔,6.101E+15
300269.SZ,联建光电,电子,6.108E+15
300270.SZ,中威电子,计算机,1.00001E+15
300271.SZ,华宇软件,计算机,1.00001E+15
300272.SZ,开能环保,家用电器,6.111E+15
300273.SZ,和佳股份,医药生物,6.115E+15
300274.SZ,阳光电源,电气设备,6.10701E+15
300275.SZ,梅安森,机械设备,6.107E+15
300276.SZ,三丰智能,机械设备,6.107E+15
300277.SZ,海联讯,计算机,1.00001E+15
300278.SZ,华昌达,机械设备,6.107E+15
300279.SZ,和晶科技,电子,6.108E+15
300280.SZ,南通锻压,机械设备,6.107E+15
300281.SZ,金明精机,机械设备,6.107E+15
300282.SZ,汇冠股份,电子,6.108E+15
300283.SZ,温州宏丰,电气设备,6.10701E+15
300284.SZ,苏交科,建筑装饰,6.10602E+15
300285.SZ,国瓷材料,化工,6.103E+15
300286.SZ,安科瑞,电气设备,6.10701E+15
300287.SZ,飞利信,计算机,1.00001E+15
300288.SZ,朗玛信息,传媒,6.12201E+15
300289.SZ,利德曼,医药生物,6.115E+15
300290.SZ,荣科科技,计算机,1.00001E+15
300291.SZ,华录百纳,传媒,6.12201E+15
300292.SZ,吴通通讯,通信,1.00001E+15
300293.SZ,蓝英装备,机械设备,6.107E+15
300294.SZ,博雅生物,医药生物,6.115E+15
300295.SZ,三六五网,传媒,6.12201E+15
300296.SZ,利亚德,电子,6.108E+15
300297.SZ,蓝盾股份,计算机,1.00001E+15
300298.SZ,三诺生物,医药生物,6.115E+15
300299.SZ,富春通信,通信,1.00001E+15
300300.SZ,汉鼎股份,计算机,1.00001E+15
300301.SZ,长方照明,电子,6.108E+15
300302.SZ,同有科技,计算机,1.00001E+15
300303.SZ,聚飞光电,电子,6.108E+15
300304.SZ,云意电气,汽车,1.00001E+15
300305.SZ,裕兴股份,化工,6.103E+15
300306.SZ,远方光电,机械设备,6.107E+15
300307.SZ,慈星股份,机械设备,6.107E+15
300308.SZ,中际装备,电气设备,6.10701E+15
300309.SZ,吉艾科技,机械设备,6.107E+15
300310.SZ,宜通世纪,通信,1.00001E+15
300311.SZ,任子行,计算机,1.00001E+15
300312.SZ,邦讯技术,通信,1.00001E+15
300313.SZ,天山生物,农林牧渔,6.101E+15
300314.SZ,戴维医疗,医药生物,6.115E+15
300315.SZ,掌趣科技,传媒,6.12201E+15
300316.SZ,晶盛机电,电气设备,6.10701E+15
300317.SZ,珈伟股份,电子,6.108E+15
300318.SZ,博晖创新,医药生物,6.115E+15
300319.SZ,麦捷科技,电子,6.108E+15
300320.SZ,海达股份,化工,6.103E+15
300321.SZ,同大股份,化工,6.103E+15
300322.SZ,硕贝德,电子,6.108E+15
300323.SZ,华灿光电,电子,6.108E+15
300324.SZ,旋极信息,计算机,1.00001E+15
300325.SZ,德威新材,化工,6.103E+15
300326.SZ,凯利泰,医药生物,6.115E+15
300327.SZ,中颖电子,电子,6.108E+15
300328.SZ,宜安科技,电子,6.108E+15
300329.SZ,海伦钢琴,轻工制造,6.114E+15
300330.SZ,华虹计通,计算机,1.00001E+15
300331.SZ,苏大维格,电子,6.108E+15
300332.SZ,天壕节能,公用事业,6.116E+15
300333.SZ,兆日科技,计算机,1.00001E+15
300334.SZ,津膜科技,公用事业,6.116E+15
300335.SZ,迪森股份,公用事业,6.116E+15
300336.SZ,新文化,传媒,6.12201E+15
300337.SZ,银邦股份,有色金属,6.105E+15
300338.SZ,开元仪器,机械设备,6.107E+15
300339.SZ,润和软件,计算机,1.00001E+15
300340.SZ,科恒股份,电子,6.108E+15
300341.SZ,麦迪电气,电气设备,6.10701E+15
300342.SZ,天银机电,家用电器,6.111E+15
300343.SZ,联创节能,化工,6.103E+15
300344.SZ,太空板业,建筑材料,6.10601E+15
300345.SZ,红宇新材,机械设备,6.107E+15
300346.SZ,南大光电,电子,6.108E+15
300347.SZ,泰格医药,医药生物,6.115E+15
300348.SZ,长亮科技,计算机,1.00001E+15
300349.SZ,金卡股份,机械设备,6.107E+15
300350.SZ,华鹏飞,交通运输,6.117E+15
300351.SZ,永贵电器,机械设备,6.107E+15
300352.SZ,北信源,计算机,1.00001E+15
300353.SZ,东土科技,通信,1.00001E+15
